SN	NW	WORD	word_len
180	14	knee-jerk	9
180	15	reactions	9
180	16	and	3
180	17	quick	5
180	18	solutions.	10
181	1	It's	4
181	2	badly	5
181	3	acted,	6
181	4	blandly	7
181	5	directed,	9
181	6	and	3
181	7	could	5
181	8	have	4
181	9	been	4
181	10	scripted	8
181	11	by	2
181	12	someone	7
181	13	who	3
181	14	just	4
181	15	graduated	9
181	16	from	4
181	17	elementary	10
181	18	school.	7
182	1	The	3
182	2	sort	4
182	3	of	2
182	4	picture	7
182	5	in	2
182	6	which,	6
182	7	whenever	8
182	8	one	3
182	9	of	2
182	10	the	3
182	11	characters	10
182	12	has	3
182	13	some	4
182	14	serious	7
182	15	soul	4
182	16	searching	9
182	17	to	2
182	18	do,	3
182	19	they	4
182	20	go	2
182	21	to	2
182	22	a	1
182	23	picture-perfect	15
182	24	beach	5
182	25	during	6
182	26	sunset.	7
183	1	Despite	7
183	2	its	3
183	3	raucous	7
183	4	intent,	7
183	5	XXX	3
183	6	is	2
183	7	as	2
183	8	conventional	12
183	9	as	2
183	10	a	1
183	11	Nike	4
183	12	ad	2
183	13	and	3
183	14	as	2
183	15	rebellious	10
183	16	as	2
183	17	spring	6
183	18	break.	6
184	1	...	3
184	2	a	1
184	3	roller-coaster	14
184	4	ride	4
184	5	of	2
184	6	a	1
184	7	movie	5
185	1	A	1
185	2	colorful,	9
185	3	vibrant	7
185	4	introduction	12
185	5	to	2
185	6	a	1
185	7	universal	9
185	8	human	5
185	9	impulse,	8
185	10	lushly	6
185	11	photographed	12
185	12	and	3
185	13	beautifully	11
185	14	recorded.	9
186	1	Audiard	7
186	2	successfully	12
186	3	maintains	9
186	4	suspense	8
186	5	on	2
186	6	different	9
186	7	levels	6
186	8	throughout	10
186	9	a	1
186	10	film	4
186	11	that	4
186	12	is	2
186	13	both	4
186	14	gripping	8
186	15	and	3
186	16	compelling.	11
187	1	Even	4
187	2	horror	6
187	3	fans	4
187	4	will	4
187	5	most	4
187	6	likely	6
187	7	not	3
187	8	find	4
187	9	what	4
187	10	they're	7
187	11	seeking	7
187	12	with	4
187	13	Trouble	7
187	14	Every	5
187	15	Day;	4
187	16	the	3
187	17	movie	5
187	18	lacks	5
187	19	both	4
187	20	thrills	7
187	21	and	3
187	22	humor.	6
188	1	After	5
188	2	that	4
188	3	it	2
188	4	becomes	7
188	5	long	4
188	6	and	3
188	7	tedious	7
188	8	like	4
188	9	a	1
188	10	classroom	9
188	11	play	4
188	12	in	2
188	13	a	1
188	14	college	7
188	15	history	7
188	16	course.	7
189	1	This	4
189	2	is	2
189	3	cool,	5
189	4	slick	5
189	5	stuff,	6
189	6	ready	5
189	7	to	2
189	8	quench	6
189	9	the	3
189	10	thirst	6
189	11	of	2
189	12	an	2
189	13	audience	8
189	14	that	4
189	15	misses	6
189	16	the	3
189	17	summer	6
189	18	blockbusters.	13
190	1	Blade	5
190	2	II	2
190	3	has	3
190	4	a	1
190	5	brilliant	9
190	6	director	8
190	7	and	3
190	8	charismatic	11
190	9	star,	5
190	10	but	3
190	11	it	2
190	12	suffers	7
190	13	from	4
190	14	rampant	7
190	15	vampire	7
190	16	devaluation.	12
191	1	A	1
191	2	loud,	5
191	3	ugly,	5
191	4	irritating	10
191	5	movie	5
191	6	without	7
191	7	any	3
191	8	of	2
191	9	its	3
191	10	satirical	9
191	11	salvos	6
191	12	hitting	7
191	13	a	1
191	14	discernible	11
191	15	target.	7
192	1	For	3
192	2	VeggieTales	11
192	3	fans,	5
192	4	this	4
192	5	is	2
192	6	more	4
192	7	appetizing	10
192	8	than	4
192	9	a	1
192	10	side	4
192	11	dish	4
192	12	of	2
192	13	asparagus.	10
193	1	While	5
193	2	it	2
193	3	regards	7
193	4	1967	4
193	5	as	2
193	6	the	3
193	7	key	3
193	8	turning	7
193	9	point	5
193	10	of	2
193	11	the	3
193	12	20th	4
193	13	century,	8
193	14	and	3
193	15	returns	7
193	16	again	5
193	17	and	3
193	18	again	5
193	19	to	2
193	20	images	6
193	21	of	2
193	22	dissidents	10
193	23	in	2
193	24	the	3
193	25	streets,	8
193	26	it's	4
193	27	alarmingly	10
193	28	current.	8
194	1	A	1
194	2	truly	5
194	3	wonderful	9
194	4	tale	4
194	5	combined	8
194	6	with	4
194	7	stunning	8
194	8	animation.	10
195	1	Nothing	7
195	2	sticks,	7
195	3	really,	7
195	4	except	6
195	5	a	1
195	6	lingering	9
195	7	creepiness	10
195	8	one	3
195	9	feels	5
195	10	from	4
195	11	being	5
195	12	dragged	7
195	13	through	7
195	14	a	1
195	15	sad,	4
195	16	sordid	6
195	17	universe	8
195	18	of	2
195	19	guns,	5
195	20	drugs,	6
195	21	avarice	7
195	22	and	3
195	23	damaged	7
195	24	dreams.	7
196	1	``Simone''	10
196	2	is	2
196	3	a	1
196	4	fun	3
196	5	and	3
196	6	funky	5
196	7	look	4
196	8	into	4
196	9	an	2
196	10	artificial	10
196	11	creation	8
196	12	in	2
196	13	a	1
196	14	world	5
196	15	that	4
196	16	thrives	7
196	17	on	2
196	18	artificiality.	14
197	1	It's	4
197	2	a	1
197	3	hoot	4
197	4	watching	8
197	5	The	3
197	6	Rock	4
197	7	chomp	5
197	8	on	2
197	9	jumbo	5
197	10	ants,	5
197	11	pull	4
197	12	an	2
197	13	arrow	5
197	14	out	3
197	15	of	2
197	16	his	3
197	17	back,	5
197	18	and	3
197	19	leap	4
197	20	unscathed	9
197	21	through	7
197	22	raging	6
197	23	fire!	5
198	1	While	5
198	2	Tattoo	6
198	3	borrows	7
198	4	heavily	7
198	5	from	4
198	6	both	4
198	7	Seven	5
198	8	and	3
198	9	The	3
198	10	Silence	7
198	11	of	2
198	12	the	3
198	13	Lambs,	6
198	14	it	2
198	15	manages	7
198	16	to	2
198	17	maintain	8
198	18	both	4
198	19	a	1
198	20	level	5
198	21	of	2
198	22	sophisticated	13
198	23	intrigue	8
198	24	and	3
198	25	human-scale	11
198	26	characters	10
198	27	that	4
198	28	suck	4
198	29	the	3
198	30	audience	8
198	31	in.	3
199	1	A	1
199	2	portrait	8
199	3	of	2
199	4	an	2
199	5	artist.	7
200	1	As	2
200	2	written	7
200	3	by	2
200	4	Michael	7
200	5	Berg	4
200	6	and	3
200	7	Michael	7
200	8	J.	2
200	9	Wilson	6
200	10	from	4
200	11	a	1
200	12	story	5
200	13	by	2
200	14	Wilson,	7
200	15	this	4
200	16	relentless,	11
200	17	all-wise-guys-all-the-time	26
200	18	approach	8
200	19	tries	5
200	20	way	3
200	21	too	3
200	22	hard	4
200	23	and	3
200	24	gets	4
200	25	tiring	6
200	26	in	2
200	27	no	2
200	28	time	4
200	29	at	2
200	30	all.	4
201	1	It's	4
201	2	the	3
201	3	best	4
201	4	film	4
201	5	of	2
201	6	the	3
201	7	year	4
201	8	so	2
201	9	far,	4
201	10	the	3
201	11	benchmark	9
201	12	against	7
201	13	which	5
201	14	all	3
201	15	other	5
201	16	Best	4
201	17	Picture	7
201	18	contenders	10
201	19	should	6
201	20	be	2
201	21	measured.	9
202	1	This	4
202	2	is	2
202	3	one	3
202	4	of	2
202	5	the	3
202	6	biggest	7
202	7	disappointments	15
202	8	of	2
202	9	the	3
202	10	year.	5
203	1	It	2
203	2	never	5
203	3	fails	5
203	4	to	2
203	5	engage	6
203	6	us.	3
204	1	Denis	5
204	2	forges	6
204	3	out	3
204	4	of	2
204	5	the	3
204	6	theories	8
204	7	of	2
204	8	class	5
204	9	-	1
204	10	based	5
204	11	rage	4
204	12	and	3
204	13	sisterly	8
204	14	obsession	9
204	15	a	1
204	16	razor-sided	11
204	17	tuning	6
204	18	fork	4
204	19	that	4
204	20	rings	5
204	21	with	4
204	22	cultural,	9
204	23	sexual	6
204	24	and	3
204	25	social	6
204	26	discord.	8
205	1	The	3
205	2	movie	5
205	3	slides	6
205	4	downhill	8
205	5	as	2
205	6	soon	4
205	7	as	2
205	8	macho	5
205	9	action	6
205	10	conventions	11
205	11	assert	6
205	12	themselves.	11
206	1	More	4
206	2	romantic,	9
206	3	more	4
206	4	emotional	9
206	5	and	3
206	6	ultimately	10
206	7	more	4
206	8	satisfying	10
206	9	than	4
206	10	the	3
206	11	teary-eyed	10
206	12	original.	9
207	1	Like	4
207	2	the	3
207	3	best	4
207	4	of	2
207	5	Godard's	8
207	6	movies...	9
207	7	it	2
207	8	is	2
207	9	visually	8
207	10	ravishing,	10
207	11	penetrating,	12
207	12	impenetrable.	13
208	1	The	3
208	2	cumulative	10
208	3	effect	6
208	4	of	2
208	5	the	3
208	6	movie	5
208	7	is	2
208	8	repulsive	9
208	9	and	3
208	10	depressing.	11
209	1	Feels	5
209	2	like	4
209	3	nothing	7
209	4	quite	5
209	5	so	2
209	6	much	4
209	7	as	2
209	8	a	1
209	9	middle-aged	11
209	10	moviemaker's	12
209	11	attempt	7
209	12	to	2
209	13	surround	8
209	14	himself	7
209	15	with	4
209	16	beautiful,	10
209	17	half-naked	10
209	18	women.	6
210	1	A	1
210	2	very	4
210	3	long	4
210	4	movie,	6
210	5	dull	4
210	6	in	2
210	7	stretches,	10
210	8	with	4
210	9	entirely	8
210	10	too	3
210	11	much	4
210	12	focus	5
210	13	on	2
210	14	meal	4
210	15	preparation	11
210	16	and	3
210	17	igloo	5
210	18	construction.	13
211	1	In	2
211	2	XXX,	4
211	3	Diesel	6
211	4	is	2
211	5	that	4
211	6	rare	4
211	7	creature	8
211	8	--	2
211	9	an	2
211	10	action	6
211	11	hero	4
211	12	with	4
211	13	table	5
211	14	manners,	8
211	15	and	3
211	16	one	3
211	17	who	3
211	18	proves	6
211	19	that	4
211	20	elegance	8
211	21	is	2
211	22	more	4
211	23	than	4
211	24	tattoo	6
211	25	deep.	5
212	1	I'm	3
212	2	not	3
212	3	sure	4
212	4	which	5
212	5	will	4
212	6	take	4
212	7	longer	6
212	8	to	2
212	9	heal:	5
212	10	the	3
212	11	welt	4
212	12	on	2
212	13	Johnny	6
212	14	Knoxville's	11
212	15	stomach	7
212	16	from	4
212	17	a	1
212	18	riot-control	12
212	19	projectile	10
212	20	or	2
212	21	my	2
212	22	own	3
212	23	tortured	8
212	24	psyche.	7
213	1	While	5
213	2	Serving	7
213	3	Sara	4
213	4	does	4
213	5	have	4
213	6	a	1
213	7	long	4
213	8	way	3
213	9	to	2
213	10	go	2
213	11	before	6
213	12	it	2
213	13	reaches	7
213	14	the	3
213	15	level	5
213	16	of	2
213	17	crudity	7
213	18	in	2
213	19	the	3
213	20	latest	6
213	21	Austin	6
213	22	Powers	6
213	23	extravaganza,	13
213	24	there's	7
213	25	nothing	7
213	26	here	4
213	27	to	2
213	28	match	5
213	29	that	4
213	30	movie's	7
213	31	intermittent	12
213	32	moments	7
213	33	of	2
213	34	inspiration.	12
214	1	It's	4
214	2	difficult	9
214	3	to	2
214	4	conceive	8
214	5	of	2
214	6	anyone	6
214	7	who	3
214	8	has	3
214	9	reached	7
214	10	puberty	7
214	11	actually	8
214	12	finding	7
214	13	the	3
214	14	characters	10
214	15	in	2
214	16	Slackers	8
214	17	or	2
214	18	their	5
214	19	antics	6
214	20	amusing,	8
214	21	let	3
214	22	alone	5
214	23	funny.	6
215	1	It	2
215	2	never	5
215	3	is,	3
215	4	not	3
215	5	fully.	6
216	1	Not	3
216	2	only	4
216	3	is	2
216	4	Undercover	10
216	5	Brother	7
216	6	as	2
216	7	funny,	6
216	8	if	2
216	9	not	3
216	10	more	4
216	11	so,	3
216	12	than	4
216	13	both	4
216	14	Austin	6
216	15	Powers	6
216	16	films,	6
216	17	but	3
216	18	it's	4
216	19	also	4
216	20	one	3
216	21	of	2
216	22	the	3
216	23	smarter,	8
216	24	savvier	7
216	25	spoofs	6
216	26	to	2
216	27	come	4
216	28	along	5
216	29	in	2
216	30	some	4
216	31	time.	5
217	1	It	2
217	2	should	6
217	3	be	2
217	4	mentioned	9
217	5	that	4
217	6	the	3
217	7	set	3
217	8	design	6
217	9	and	3
217	10	interiors	9
217	11	of	2
217	12	the	3
217	13	haunted	7
217	14	vessel	6
217	15	are	3
217	16	more	4
217	17	than	4
217	18	effectively	11
217	19	creepy	6
217	20	and	3
217	21	moodily	7
217	22	lit.	4
218	1	With	4
218	2	the	3
218	3	exception	9
218	4	of	2
218	5	some	4
218	6	fleetingly	10
218	7	amusing	7
218	8	improvisations	14
218	9	by	2
218	10	Cedric	6
218	11	the	3
218	12	Entertainer	11
218	13	as	2
218	14	Perry's	7
218	15	boss,	5
218	16	there	5
218	17	isn't	5
218	18	a	1
218	19	redeeming	9
218	20	moment	6
218	21	here.	5
219	1	It's	4
219	2	a	1
219	3	funny	5
219	4	little	6
219	5	movie	5
219	6	with	4
219	7	clever	6
219	8	dialogue	8
219	9	and	3
219	10	likeable	8
219	11	characters.	11
220	1	``13	4
220	2	Conversations''	15
220	3	holds	5
220	4	its	3
220	5	goodwill	8
220	6	close,	6
220	7	but	3
220	8	is	2
220	9	relatively	10
220	10	slow	4
220	11	to	2
220	12	come	4
220	13	to	2
220	14	the	3
220	15	point.	6
221	1	Not	3
221	2	the	3
221	3	kind	4
221	4	of	2
221	5	film	4
221	6	that	4
221	7	will	4
221	8	appeal	6
221	9	to	2
221	10	a	1
221	11	mainstream	10
221	12	American	8
221	13	audience,	9
221	14	but	3
221	15	there	5
221	16	is	2
221	17	a	1
221	18	certain	7
221	19	charm	5
221	20	about	5
221	21	the	3
221	22	film	4
221	23	that	4
221	24	makes	5
221	25	it	2
221	26	a	1
221	27	suitable	8
221	28	entry	5
221	29	into	4
221	30	the	3
221	31	fest	4
221	32	circuit.	8
222	1	You	3
222	2	come	4
222	3	away	4
222	4	wishing,	8
222	5	though,	7
222	6	that	4
222	7	the	3
222	8	movie	5
222	9	spent	5
222	10	a	1
222	11	lot	3
222	12	less	4
222	13	time	4
222	14	trying	6
222	15	to	2
222	16	make	4
222	17	a	1
222	18	credible	8
222	19	case	4
222	20	for	3
222	21	reports	7
222	22	from	4
222	23	the	3
222	24	afterlife	9
222	25	and	3
222	26	a	1
222	27	lot	3
222	28	more	4
222	29	time	4
222	30	on	2
222	31	the	3
222	32	romantic	8
222	33	urgency	7
222	34	that's	6
222	35	at	2
222	36	the	3
222	37	center	6
222	38	of	2
222	39	the	3
222	40	story.	6
223	1	The	3
223	2	movie	5
223	3	is	2
223	4	virtually	9
223	5	without	7
223	6	context	7
223	7	--	2
223	8	journalistic	12
223	9	or	2
223	10	historical.	11
224	1	After	5
224	2	sitting	7
224	3	through	7
224	4	this	4
224	5	sloppy,	7
224	6	made-for-movie	14
224	7	comedy	6
224	8	special,	8
224	9	it	2
224	10	makes	5
224	11	me	2
224	12	wonder	6
224	13	if	2
224	14	Lawrence	8
224	15	hates	5
224	16	criticism	9
224	17	so	2
224	18	much	4
224	19	that	4
224	20	he	2
224	21	refuses	7
224	22	to	2
224	23	evaluate	8
224	24	his	3
224	25	own	3
224	26	work.	5
225	1	Genuinely	9
225	2	touching	8
225	3	because	7
225	4	it's	4
225	5	realistic	9
225	6	about	5
225	7	all	3
225	8	kinds	5
225	9	of	2
225	10	love.	5
226	1	For	3
226	2	all	3
226	3	the	3
226	4	complications,	14
226	5	it's	4
226	6	all	3
226	7	surprisingly	12
226	8	predictable.	12
227	1	Armed	5
227	2	with	4
227	3	a	1
227	4	game	4
227	5	supporting	10
227	6	cast,	5
227	7	from	4
227	8	the	3
227	9	pitch-perfect	13
227	10	Forster	7
227	11	to	2
227	12	the	3
227	13	always	6
227	14	hilarious	9
227	15	Meara	5
227	16	and	3
227	17	Levy,	5
227	18	Like	4
227	19	Mike	4
227	20	shoots	6
227	21	and	3
227	22	scores,	7
227	23	doing	5
227	24	its	3
227	25	namesake	8
227	26	proud.	6
228	1	It	2
228	2	will	4
228	3	guarantee	9
228	4	to	2
228	5	have	4
228	6	you	3
228	7	leaving	7
228	8	the	3
228	9	theater	7
228	10	with	4
228	11	a	1
228	12	smile	5
228	13	on	2
228	14	your	4
228	15	face.	5
229	1	The	3
229	2	misery	6
229	3	of	2
229	4	these	5
229	5	people	6
229	6	becomes	7
229	7	just	4
229	8	another	7
229	9	voyeuristic	11
229	10	spectacle,	10
229	11	to	2
229	12	be	2
229	13	consumed	8
229	14	and	3
229	15	forgotten.	10
230	1	A	1
230	2	thoroughly	10
230	3	awful	5
230	4	movie	5
230	5	--	2
230	6	dumb,	5
230	7	narratively	11
230	8	chaotic,	8
230	9	visually	8
230	10	sloppy...	9
230	11	a	1
230	12	weird	5
230	13	amalgam	7
230	14	of	2
230	15	`The	4
230	16	Thing'	6
230	17	and	3
230	18	a	1
230	19	geriatric	9
230	20	`Scream.'	9
231	1	One	3
231	2	of	2
231	3	those	5
231	4	staggeringly	12
231	5	well-produced,	14
231	6	joylessly	9
231	7	extravagant	11
231	8	pictures	8
231	9	that	4
231	10	keep	4
231	11	whooshing	9
231	12	you	3
231	13	from	4
231	14	one	3
231	15	visual	6
231	16	marvel	6
231	17	to	2
231	18	the	3
231	19	next,	5
231	20	hastily,	8
231	21	emptily.	8
232	1	Measured	8
232	2	against	7
232	3	practically	11
232	4	any	3
232	5	like-themed	11
232	6	film	4
232	7	other	5
232	8	than	4
232	9	its	3
232	10	Oscar-sweeping	14
232	11	franchise	9
232	12	predecessor	11
232	13	The	3
232	14	Silence	7
232	15	of	2
232	16	the	3
232	17	Lambs,	6
232	18	Red	3
232	19	Dragon	6
232	20	rates	5
232	21	as	2
232	22	an	2
232	23	exceptional	11
232	24	thriller.	9
233	1	The	3
233	2	movie	5
233	3	has	3
233	4	no	2
233	5	respect	7
233	6	for	3
233	7	laws,	5
233	8	political	9
233	9	correctness	11
233	10	or	2
233	11	common	6
233	12	decency,	8
233	13	but	3
233	14	it	2
233	15	displays	8
233	16	something	9
233	17	more	4
233	18	important:	10
233	19	respect	7
233	20	for	3
233	21	its	3
233	22	flawed,	7
233	23	crazy	5
233	24	people.	7
234	1	In	2
234	2	a	1
234	3	strange	7
234	4	way,	4
234	5	Egoyan	6
234	6	has	3
234	7	done	4
234	8	too	3
234	9	much.	5
235	1	After	5
235	2	seeing	6
235	3	the	3
235	4	film,	5
235	5	I	1
235	6	can	3
235	7	tell	4
235	8	you	3
235	9	that	4
235	10	there's	7
235	11	no	2
235	12	other	5
235	13	reason	6
235	14	why	3
235	15	anyone	6
235	16	should	6
235	17	bother	6
235	18	remembering	11
235	19	it.	3
236	1	The	3
236	2	film	4
236	3	is	2
236	4	darkly	6
236	5	funny	5
236	6	in	2
236	7	its	3
236	8	observation	11
236	9	of	2
236	10	just	4
236	11	how	3
236	12	much	4
236	13	more	4
236	14	grueling	8
236	15	and	3
236	16	time-consuming	14
236	17	the	3
236	18	illusion	8
236	19	of	2
236	20	work	4
236	21	is	2
236	22	than	4
236	23	actual	6
236	24	work.	5
237	1	In	2
237	2	some	4
237	3	ways,	5
237	4	Lagaan	6
237	5	is	2
237	6	quintessential	14
237	7	Bollywood.	10
238	1	Pacino	6
238	2	and	3
238	3	Williams	8
238	4	seem	4
238	5	to	2
238	6	keep	4
238	7	upping	6
238	8	the	3
238	9	ante	4
238	10	on	2
238	11	each	4
238	12	other,	6
238	13	just	4
238	14	as	2
238	15	their	5
238	16	characters	10
238	17	do	2
238	18	in	2
238	19	the	3
238	20	film.	5
239	1	It	2
239	2	would	5
239	3	be	2
239	4	disingenuous	12
239	5	to	2
239	6	call	4
239	7	Reno	4
239	8	a	1
239	9	great	5
239	10	film,	5
239	11	but	3
239	12	you	3
239	13	can	3
239	14	say	3
239	15	that	4
239	16	about	5
239	17	most	4
239	18	of	2
239	19	the	3
239	20	flicks	6
239	21	moving	6
239	22	in	2
239	23	and	3
239	24	out	3
239	25	of	2
239	26	the	3
239	27	multiplex.	10
240	1	Some	4
240	2	movies	6
240	3	can	3
240	4	get	3
240	5	by	2
240	6	without	7
240	7	being	5
240	8	funny	5
240	9	simply	6
240	10	by	2
240	11	structuring	11
240	12	the	3
240	13	scenes	6
240	14	as	2
240	15	if	2
240	16	they	4
240	17	were	4
240	18	jokes:	6
240	19	a	1
240	20	setup,	6
240	21	delivery	8
240	22	and	3
240	23	payoff.	7
241	1	Narc	4
241	2	can	3
241	3	only	4
241	4	remind	6
241	5	us	2
241	6	of	2
241	7	brilliant	9
241	8	crime	5
241	9	dramas	6
241	10	without	7
241	11	becoming	8
241	12	one	3
241	13	itself.	7
242	1	Narc	4
242	2	is	2
242	3	a	1
242	4	no-bull	7
242	5	throwback	9
242	6	to	2
242	7	1970s	5
242	8	action	6
242	9	films.	6
243	1	Intriguing	10
243	2	and	3
243	3	downright	9
243	4	intoxicating.	13
244	1	The	3
244	2	wonderful	9
244	3	combination	11
244	4	of	2
244	5	the	3
244	6	sweetness	9
244	7	and	3
244	8	the	3
244	9	extraordinary	13
244	10	technical	9
244	11	accomplishments	15
244	12	of	2
244	13	the	3
244	14	first	5
244	15	film	4
244	16	are	3
244	17	maintained,	11
244	18	but	3
244	19	its	3
244	20	overall	7
244	21	impact	6
244	22	falls	5
244	23	a	1
244	24	little	6
244	25	flat	4
244	26	with	4
244	27	a	1
244	28	storyline	9
244	29	that	4
244	30	never	5
244	31	quite	5
244	32	delivers	8
244	33	the	3
244	34	original	8
244	35	magic.	6
245	1	Perhaps	7
245	2	the	3
245	3	most	4
245	4	annoying	8
245	5	thing	5
245	6	about	5
245	7	Who	3
245	8	Is	2
245	9	Cletis	6
245	10	Tout?	5
245	11	is	2
245	12	that	4
245	13	it's	4
245	14	a	1
245	15	crime	5
245	16	movie	5
245	17	made	4
245	18	by	2
245	19	someone	7
245	20	who	3
245	21	obviously	9
245	22	knows	5
245	23	nothing	7
245	24	about	5
245	25	crime.	6
246	1	In	2
246	2	addition	8
246	3	to	2
246	4	scoring	7
246	5	high	4
246	6	for	3
246	7	originality	11
246	8	of	2
246	9	plot	4
246	10	--	2
246	11	putting	7
246	12	together	8
246	13	familiar	8
246	14	themes	6
246	15	of	2
246	16	family,	7
246	17	forgiveness	11
246	18	and	3
246	19	love	4
246	20	in	2
246	21	a	1
246	22	new	3
246	23	way	3
246	24	--	2
246	25	Lilo	4
246	26	&	1
246	27	Stitch	6
246	28	has	3
246	29	a	1
246	30	number	6
246	31	of	2
246	32	other	5
246	33	assets	6
246	34	to	2
246	35	commend	7
246	36	it	2
246	37	to	2
246	38	movie	5
246	39	audiences	9
246	40	both	4
246	41	innocent	8
246	42	and	3
246	43	jaded.	6
247	1	The	3
247	2	quirky	6
247	3	drama	5
247	4	touches	7
247	5	the	3
247	6	heart	5
247	7	and	3
247	8	the	3
247	9	funnybone	9
247	10	thanks	6
247	11	to	2
247	12	the	3
247	13	energetic	9
247	14	and	3
247	15	always	6
247	16	surprising	10
247	17	performance	11
247	18	by	2
247	19	Rachel	6
247	20	Griffiths.	10
248	1	At	2
248	2	its	3
248	3	worst,	6
248	4	it	2
248	5	implodes	8
248	6	in	2
248	7	a	1
248	8	series	6
248	9	of	2
248	10	very	4
248	11	bad	3
248	12	special	7
248	13	effects.	8
249	1	Bad	3
249	2	and	3
249	3	baffling	8
249	4	from	4
249	5	the	3
249	6	get-go.	7
250	1	The	3
250	2	movie	5
250	3	is	2
250	4	a	1
250	5	blast	5
250	6	of	2
250	7	educational	11
250	8	energy,	7
250	9	as	2
250	10	bouncy	6
250	11	animation	9
250	12	and	3
250	13	catchy	6
250	14	songs	5
250	15	escort	6
250	16	you	3
250	17	through	7
250	18	the	3
250	19	entire	6
250	20	85	2
250	21	minutes.	8
251	1	The	3
251	2	original	8
251	3	wasn't	6
251	4	a	1
251	5	good	4
251	6	movie	5
251	7	but	3
251	8	this	4
251	9	remake	6
251	10	makes	5
251	11	it	2
251	12	look	4
251	13	like	4
251	14	a	1
251	15	masterpiece!	12
252	1	To	2
252	2	my	2
252	3	taste,	6
252	4	the	3
252	5	film's	6
252	6	comic	5
252	7	characters	10
252	8	come	4
252	9	perilously	10
252	10	close	5
252	11	to	2
252	12	being	5
252	13	Amoses	6
252	14	and	3
252	15	Andys	5
252	16	for	3
252	17	a	1
252	18	new	3
252	19	generation.	11
253	1	Although	8
253	2	the	3
253	3	sequel	6
253	4	has	3
253	5	all	3
253	6	the	3
253	7	outward	7
253	8	elements	8
253	9	of	2
253	10	the	3
253	11	original,	9
253	12	the	3
253	13	first	5
253	14	film's	6
253	15	lovely	6
253	16	flakiness	9
253	17	is	2
253	18	gone,	5
253	19	replaced	8
253	20	by	2
253	21	the	3
253	22	forced	6
253	23	funniness	9
253	24	found	5
253	25	in	2
253	26	the	3
253	27	dullest	7
253	28	kiddie	6
253	29	flicks.	7
254	1	The	3
254	2	real	4
254	3	charm	5
254	4	of	2
254	5	this	4
254	6	trifle	6
254	7	is	2
254	8	the	3
254	9	deadpan	7
254	10	comic	5
254	11	face	4
254	12	of	2
254	13	its	3
254	14	star,	5
254	15	Jean	4
254	16	Reno,	5
254	17	who	3
254	18	resembles	9
254	19	Sly	3
254	20	Stallone	8
254	21	in	2
254	22	a	1
254	23	hot	3
254	24	sake	4
254	25	half-sleep.	11
255	1	...	3
255	2	a	1
255	3	cute	4
255	4	and	3
255	5	sometimes	9
255	6	side-splittingly	16
255	7	funny	5
255	8	blend	5
255	9	of	2
255	10	Legally	7
255	11	Blonde	6
255	12	and	3
255	13	Drop	4
255	14	Dead	4
255	15	Gorgeous,	9
255	16	starring	8
255	17	Piper	5
255	18	Perabo	6
255	19	in	2
255	20	what	4
255	21	could	5
255	22	be	2
255	23	her	3
255	24	breakthrough	12
255	25	role.	5
256	1	This	4
256	2	method	6
256	3	almost	6
256	4	never	5
256	5	fails	5
256	6	him,	4
256	7	and	3
256	8	it	2
256	9	works	5
256	10	superbly	8
256	11	here.	5
257	1	Few	3
257	2	films	5
257	3	capture	7
257	4	so	2
257	5	perfectly	9
257	6	the	3
257	7	hopes	5
257	8	and	3
257	9	dreams	6
257	10	of	2
257	11	little	6
257	12	boys	4
257	13	on	2
257	14	baseball	8
257	15	fields	6
257	16	as	2
257	17	well	4
257	18	as	2
257	19	the	3
257	20	grown	5
257	21	men	3
257	22	who	3
257	23	sit	3
257	24	in	2
257	25	the	3
257	26	stands.	7
258	1	Steers	6
258	2	has	3
258	3	an	2
258	4	unexpectedly	12
258	5	adamant	7
258	6	streak	6
258	7	of	2
258	8	warm-blooded	12
258	9	empathy	7
258	10	for	3
258	11	all	3
258	12	his	3
258	13	disparate	9
258	14	Manhattan	9
258	15	denizens	8
258	16	--	2
258	17	especially	10
258	18	the	3
258	19	a**holes.	9
259	1	The	3
259	2	Emperor's	9
259	3	Club	4
259	4	is	2
259	5	one	3
259	6	of	2
259	7	those	5
259	8	films	5
259	9	that	4
259	10	possesses	9
259	11	all	3
259	12	the	3
259	13	good	4
259	14	intentions	10
259	15	in	2
259	16	the	3
259	17	world,	6
259	18	but...	6
260	1	The	3
260	2	most	4
260	3	compelling	10
260	4	performance	11
260	5	of	2
260	6	the	3
260	7	year	4
260	8	adds	4
260	9	substantial	11
260	10	depth	5
260	11	to	2
260	12	this	4
260	13	shocking	8
260	14	testament	9
260	15	to	2
260	16	anti-Semitism	13
260	17	and	3
260	18	neo-fascism.	12
261	1	LaBute	6
261	2	can't	5
261	3	avoid	5
261	4	a	1
261	5	fatal	5
261	6	mistake	7
261	7	in	2
261	8	the	3
261	9	modern	6
261	10	era:	4
261	11	He's	4
261	12	changed	7
261	13	the	3
261	14	male	4
261	15	academic	8
261	16	from	4
261	17	a	1
261	18	lower-class	11
261	19	Brit	4
261	20	to	2
261	21	an	2
261	22	American,	9
261	23	a	1
261	24	choice	6
261	25	that	4
261	26	upsets	6
261	27	the	3
261	28	novel's	7
261	29	exquisite	9
261	30	balance	7
261	31	and	3
261	32	shreds	6
261	33	the	3
261	34	fabric	6
261	35	of	2
261	36	the	3
261	37	film.	5
262	1	A	1
262	2	biopic	6
